Schulnummer,Schultyp,Name,Straße,PLZ,Ort,Link
"8589",Mittelschule,Grundschule Friedberg-Süd,Am Bierweg 58,86316,Friedberg,https://www.km.bayern.de/schule/8589
"8407",Mittelschule,Grundschule Stätzling-Derching,Schloßberg 6 a,86316,Friedberg,https://www.km.bayern.de/schule/8407
"8618",Mittelschule,Mittelschule Stätzling-Derching,Schloßberg 6 a,86316,Friedberg,https://www.km.bayern.de/schule/8618
"8601",Mittelschule,Mittelschule Friedberg,Aichacher Str. 5,86316,Friedberg,https://www.km.bayern.de/schule/8601
"0467",Realschule,Konradin-Realschule Staatl. Realschule Friedberg ,Rothenbergstr. 4,86316,Friedberg,https://www.km.bayern.de/schule/0467
"0514",Realschule,Via-Claudia-Realschule Staatliche Realschule Königsbrunn,Schwabenstr. 35,86343,Königsbrunn,https://www.km.bayern.de/schule/0514
"8208",Förderzentrum,Brunnenschule Königsbrunn Privates Förderzentrum Förderschwerpunkt geist. Entwicklung d. Lebenshilfe,Karwendelstraße 4,86343,Königsbrunn,https://www.km.bayern.de/schule/8208
"8004",Förderzentrum,Fritz-Felsenstein-Schule Königsbrunn Priv. Förderzentrum Förderschwerp. körp.u.motor. Entw..,Karwendelstr. 6,86343,Königsbrunn,https://www.km.bayern.de/schule/8004
"8029",Förderzentrum,Christophorus-Schule Sonderpädagogisches Förderzentrum Königsbrunn,Karwendelstraße 12,86343,Königsbrunn,https://www.km.bayern.de/schule/8029
"8677",Mittelschule,Grundschule Königsbrunn-West,Kemptener Str. 101,86343,Königsbrunn,https://www.km.bayern.de/schule/8677
"8647",Mittelschule,Grundschule Königsbrunn-Süd,Fuggerstraße 40,86343,Königsbrunn,https://www.km.bayern.de/schule/8647
"8646",Mittelschule,König-Otto I.-Grundschule Königsbrunn-Nord,Lerchenstraße 21,86343,Königsbrunn,https://www.km.bayern.de/schule/8646
"0137",Gymnasium,Gymnasium Königsbrunn,Alter Postweg 3,86343,Königsbrunn,https://www.km.bayern.de/schule/0137
"8419",Mittelschule,Mittelschule Königsbrunn,Schulstr. 6,86343,Königsbrunn,https://www.km.bayern.de/schule/8419
"8657",Mittelschule,Mittelschule Neusäß Am Eichenwald,Am Eichenwald 51,86356,Neusäß,https://www.km.bayern.de/schule/8657
"8294",Berufsschule,Staatliche Berufsschule Neusäß,Landrat-Dr.-Frey-Str. 12,86356,Neusäß,https://www.km.bayern.de/schule/8294
"8295",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Ernährung und Versorgung Neusäß,Landrat-Dr.-Frey-Str. 12,86356,Neusäß,https://www.km.bayern.de/schule/8295
"8140",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Kinderpflege Neusäß,Landrat-Dr.-Frey-Str. 12,86356,Neusäß,https://www.km.bayern.de/schule/8140
"8751",Mittelschule,Grundschule Neusäß Am Eichenwald,Am Eichenwald 51,86356,Neusäß,https://www.km.bayern.de/schule/8751
"8666",Mittelschule,Grundschule Täfertingen,Pestalozzistr. 8,86356,Neusäß,https://www.km.bayern.de/schule/8666
"8665",Mittelschule,Grundschule Steppach,Jahnstr. 2,86356,Neusäß,https://www.km.bayern.de/schule/8665
"8659",Mittelschule,Grundschule Westheim,Von-Rehlingen-Str. 11,86356,Neusäß,https://www.km.bayern.de/schule/8659
"8658",Mittelschule,Grundschule Neusäß bei St.-Ägidius,Bürgermeister-Kaifer-Straße 8,86356,Neusäß,https://www.km.bayern.de/schule/8658
"0767",Realschule,Staatliche Realschule Neusäß,Landrat-Dr.-Frey-Str. 8,86356,Neusäß,https://www.km.bayern.de/schule/0767
"0224",Gymnasium,Justus-von-Liebig-Gymnasium Neusäß,Landrat-Dr.-Frey-Str. 2-4,86356,Neusäß,https://www.km.bayern.de/schule/0224
"0819",Berufsoberschule,Staatliche Berufsoberschule Neusäß,Landrat-Dr.-Frey-Str. 12,86356,Neusäß,https://www.km.bayern.de/schule/0819
"0932",Fachoberschule,Staatl. Fachoberschule Neusäß,Landrat-Dr.-Frey-Str. 12,86356,Neusäß,https://www.km.bayern.de/schule/0932
"0370",Gymnasium,Paul-Klee-Gymnasium Gersthofen,Schubertstr. 68,86368,Gersthofen,https://www.km.bayern.de/schule/0370
"1030",Ausländische Schule,International School Augsburg in Gersthofen,Wernher-von-Braun-Str. 1 a,86368,Gersthofen,https://www.km.bayern.de/schule/1030
"8202",Förderzentrum,Franziskus-Schule Sonderpädagogisches Förderzentrum Gersthofen,Theresienstr. 7,86368,Gersthofen,https://www.km.bayern.de/schule/8202
"8639",Mittelschule,Pestalozzi-Grundschule Gersthofen,Brucknerstr. 1,86368,Gersthofen,https://www.km.bayern.de/schule/8639
"8637",Mittelschule,Goethe-Grundschule Gersthofen,Alpenstraße 4,86368,Gersthofen,https://www.km.bayern.de/schule/8637
"8591",Mittelschule,International School Augsburg Volksschule der International School Augsburg Gersthofen,Wernher-von-Braun-Str. 1 a,86368,Gersthofen,https://www.km.bayern.de/schule/8591
"8578",Mittelschule,Mozart-Grundschule Gersthofen,Jahnstraße 2,86368,Gersthofen,https://www.km.bayern.de/schule/8578
"8636",Mittelschule,Anna-Pröll-Mittelschule Gersthofen,Theresienstr. 12,86368,Gersthofen,https://www.km.bayern.de/schule/8636
"8723",Mittelschule,Mittelschule Krumbach (Schwaben),Talstr. 70,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/8723
"8254",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Ernährung und Versorgung Krumbach,Lichtensteinstr. 12,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/8254
"8129",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Kinderpflege Krumbach,Lichtensteinstr. 12,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/8129
"8341",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Sozialpflege Krumbach,Lichtensteinstr. 12,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/8341
"8332",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Altenpflegehilfe Krumbach (Schwaben) des Dominikus-Ringeisen-Werkes,Bahnhofstr. 2,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/8332
"8256",Berufsfachschulen f. Musik,Berufsfachschule für Musik in Krumbach (Schwaben),Mindelheimer Str. 47,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/8256
"8156",Fachakademie,Joseph-Bernhart-Fachakademie für Sozialpäd. in Krumbach (Schwaben) gem. Schulträger GmbH,Burgberg 1,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/8156
"9262",Landwirtschaftliche Fachschulen,Landwirtschaftsschule Krumbach,Jahnstr. 4,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/9262
"8727",Mittelschule,Grundschule Niederraunau,Commerzienrat-Schleifer-Platz 5,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/8727
"8722",Mittelschule,Grundschule Krumbach (Schwaben),Am Stadtgarten 2,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/8722
"0141",Gymnasium,Simpert-Kraemer-Gymnasium Krumbach,Jochnerstr. 30,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/0141
"0785",Berufsoberschule,Staatliche Berufsoberschule Krumbach,Lichtensteinstr. 14,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/0785
"0873",Fachoberschule,Staatliche Fachoberschule Krumbach,Lichtensteinstr. 14,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/0873
"0518",Realschule,Staatliche Realschule Krumbach,Talstr. 72,86381,Krumbach (Schwaben),https://www.km.bayern.de/schule/0518
"8685",Mittelschule,Parkschule Grundschule Stadtbergen,Sonnenstr. 7,86391,Stadtbergen,https://www.km.bayern.de/schule/8685
"8652",Mittelschule,Leopold-Mozart-Grundschule Leitershofen,Stadtberger Str. 9,86391,Stadtbergen,https://www.km.bayern.de/schule/8652
"8664",Mittelschule,Parkschule Mittelschule Stadtbergen,Sonnenstr. 7,86391,Stadtbergen,https://www.km.bayern.de/schule/8664
"8629",Mittelschule,Dr.-Jaufmann-Mittelschule Bobingen,Jahnstr. 10,86399,Bobingen,https://www.km.bayern.de/schule/8629
"0431",Realschule,Staatliche Realschule Bobingen,Willi-Ohlendorf-Weg 3,86399,Bobingen,https://www.km.bayern.de/schule/0431
"8938",Mittelschule,Grundschule Bobingen an der Singold,Willi-Ohlendorf-Weg 7,86399,Bobingen,https://www.km.bayern.de/schule/8938
"8630",Mittelschule,Ludger-Hölker-Grundschule Straßberg,Frieda-Forster-Str. 9 a,86399,Bobingen,https://www.km.bayern.de/schule/8630
"8628",Mittelschule,Laurentius-Grundschule Bobingen,Pestalozzistr. 3,86399,Bobingen,https://www.km.bayern.de/schule/8628
"8655",Mittelschule,Grundschule Herbertshofen,Pestalozzistr. 1,86405,Meitingen,https://www.km.bayern.de/schule/8655
"8653",Mittelschule,Grundschule Meitingen,Schulweg 4,86405,Meitingen,https://www.km.bayern.de/schule/8653
"8654",Mittelschule,Mittelschule Meitingen,Hauptstr. 35,86405,Meitingen,https://www.km.bayern.de/schule/8654
"0538",Realschule,Dr.-Max-Josef-Metzger-Schule Staatl. Realschule Meitingen,Gartenstr. 3,86405,Meitingen,https://www.km.bayern.de/schule/0538
"0730",Realschule,Staatliche Realschule Mering,Tratteilstr. 38,86415,Mering,https://www.km.bayern.de/schule/0730
"0258",Gymnasium,Staatl. Gymnasium Mering,Tratteilstr. 34,86415,Mering,https://www.km.bayern.de/schule/0258
"8094",Berufsfachschule des Gesundheitswesens,Private Berufsfachschule für Altenpflegehilfe Mering des Berufsbildungszentrums Augsburg,Luitpoldstr. 24 a,86415,Mering,https://www.km.bayern.de/schule/8094
"8656",Mittelschule,Grundschule Mering Amberieustraße,Amberieustr. 9,86415,Mering,https://www.km.bayern.de/schule/8656
"8609",Mittelschule,Grundschule Mering Luitpoldstraße,Luitpoldstraße 2,86415,Mering,https://www.km.bayern.de/schule/8609
"8611",Mittelschule,Grundschule Diedorf,Pestalozzistr. 17,86420,Diedorf,https://www.km.bayern.de/schule/8611
"8631",Mittelschule,Mittelschule Diedorf,Pestalozzistr. 17,86420,Diedorf,https://www.km.bayern.de/schule/8631
"0069",Gymnasium,Schmuttertal-Gymnasium Diedorf,Schmetterlingsplatz 1,86420,Diedorf,https://www.km.bayern.de/schule/0069
"8196",Förderzentrum,Helen-Keller-Schule Sonderpädagogisches Förderzentrum Dinkelscherben,Kohlstattstr. 2 a,86424,Dinkelscherben,https://www.km.bayern.de/schule/8196
"8782",Mittelschule,Grundschule Dinkelscherben,Kohlstattstraße 2,86424,Dinkelscherben,https://www.km.bayern.de/schule/8782
"8678",Mittelschule,Private Montessori-Volksschule Dinkelscherben (GS und HS),Dr.-Franz-Grabowski-Str. 6,86424,Dinkelscherben,https://www.km.bayern.de/schule/8678
"8632",Mittelschule,Mittelschule Dinkelscherben,Kohlstattstraße 2,86424,Dinkelscherben,https://www.km.bayern.de/schule/8632
"8606",Mittelschule,Mittelschule Kissing,Pestalozzistr. 2,86438,Kissing,https://www.km.bayern.de/schule/8606
"8605",Mittelschule,Grundschule Kissing,Pestalozzistr. 2,86438,Kissing,https://www.km.bayern.de/schule/8605
"8795",Mittelschule,Grundschule Zusmarshausen,Stadionstraße 2,86441,Zusmarshausen,https://www.km.bayern.de/schule/8795
"0776",Realschule,Staatl. Realschule Zusmarshausen,Stadionstr. 4,86441,Zusmarshausen,https://www.km.bayern.de/schule/0776
"8675",Mittelschule,Mittelschule Zusmarshausen,Stadionstraße 2,86441,Zusmarshausen,https://www.km.bayern.de/schule/8675
"8592",Mittelschule,Grundschule Affing,Mühlweg 4,86444,Affing,https://www.km.bayern.de/schule/8592
"1070",Realschule,Staatl. Realschule Affing,Augsburger Str. 4,86444,Affing,https://www.km.bayern.de/schule/1070
"8400",Mittelschule,Grundschule am Lechrain Aindling,Bgm.-Huber-Str. 4,86447,Aindling,https://www.km.bayern.de/schule/8400
"8595",Mittelschule,Mittelschule am Lechrain Aindling,Bgm.-Huber-Str. 4,86447,Aindling,https://www.km.bayern.de/schule/8595
"8625",Mittelschule,Grundschule Altenmünster,Schulstraße 11,86450,Altenmünster,https://www.km.bayern.de/schule/8625
"8406",Mittelschule,Grundschule Dasing,Schulstraße 5,86453,Dasing,https://www.km.bayern.de/schule/8406
"8597",Mittelschule,Mittelschule Dasing,Schulstraße 5,86453,Dasing,https://www.km.bayern.de/schule/8597
"8635",Mittelschule,Grundschule Gablingen,Holzhauser Weg 5,86456,Gablingen,https://www.km.bayern.de/schule/8635
"8640",Mittelschule,Grundschule Gessertshausen,Schulstr. 20,86459,Gessertshausen,https://www.km.bayern.de/schule/8640
"8720",Mittelschule,Grundschule Langweid a.Lech,Schulstraße 9,86462,Langweid a.Lech,https://www.km.bayern.de/schule/8720
"8651",Mittelschule,Mittelschule Langweid a.Lech,Schulstraße 9,86462,Langweid a.Lech,https://www.km.bayern.de/schule/8651
"8673",Mittelschule,Mittelschule Welden,Ganghoferstr. 12,86465,Welden,https://www.km.bayern.de/schule/8673
"8792",Mittelschule,Grundschule Welden,Ganghoferstraße 12,86465,Welden,https://www.km.bayern.de/schule/8792
"8732",Mittelschule,Anton-Höfer-Grundschule Thannhausen,Röschstraße 10,86470,Thannhausen,https://www.km.bayern.de/schule/8732
"0644",Realschule,Christoph-von-Schmid-Schule Staatliche Realschule Thannhausen,Röschstr. 12,86470,Thannhausen,https://www.km.bayern.de/schule/0644
"8738",Mittelschule,Mittelschule Thannhausen,Fritz-Kieninger-Str. 1,86470,Thannhausen,https://www.km.bayern.de/schule/8738
"8737",Mittelschule,Hyazinth-Wäckerle-Grundschule Ziemetshausen,Schulstraße 1,86473,Ziemetshausen,https://www.km.bayern.de/schule/8737
"8726",Mittelschule,Christoph-Rodt-Grundschule Neuburg a.d.Kammel,Krumbacher Str. 36,86476,Neuburg a.d.Kammel,https://www.km.bayern.de/schule/8726
"8624",Mittelschule,Grundschule Adelsried,Im Deutenloh 10,86477,Adelsried,https://www.km.bayern.de/schule/8624
"8626",Mittelschule,Grundschule Aystetten,Bäckergasse 2,86482,Aystetten,https://www.km.bayern.de/schule/8626
"8702",Mittelschule,Theresia-Haltenberger-Grundschule Balzhausen,Krumbacher Str. 23,86483,Balzhausen,https://www.km.bayern.de/schule/8702
"8627",Mittelschule,Grundschule Biberbach,Pfarrer-Ginther-Weg 3,86485,Biberbach,https://www.km.bayern.de/schule/8627
"8708",Mittelschule,Grundschule Deisenhausen,Nattenhauser Str. 14,86489,Deisenhausen,https://www.km.bayern.de/schule/8708
"2648",Mittelschule,Grundschule Egling a.d.Paar,Schulstr. 13,86492,Egling a.d.Paar,https://www.km.bayern.de/schule/2648
"8633",Mittelschule,Grundschule Emersacker,Schulstr. 7,86494,Emersacker,https://www.km.bayern.de/schule/8633
"8599",Mittelschule,Grundschule Eurasburg,Schulstraße 16,86495,Eurasburg,https://www.km.bayern.de/schule/8599
"8643",Mittelschule,Grundschule Horgau,Martinsplatz 7,86497,Horgau,https://www.km.bayern.de/schule/8643
"8889",Mittelschule,Grundschule Kettershausen,Schulstraße 4,86498,Kettershausen,https://www.km.bayern.de/schule/8889
"8648",Mittelschule,Grundschule Kutzenhausen,Schulstr. 11,86500,Kutzenhausen,https://www.km.bayern.de/schule/8648
"8408",Mittelschule,Grundschule Merching,Kirchstraße 15,86504,Merching,https://www.km.bayern.de/schule/8408
"8608",Mittelschule,Mittelschule Merching,Kirchstraße 15,86504,Merching,https://www.km.bayern.de/schule/8608
"8725",Mittelschule,Grundschule Münsterhausen,Jahnstr. 6,86505,Münsterhausen,https://www.km.bayern.de/schule/8725
"8090",Gewerbliche Fachschulen,Fachschule der Bundeswehr für Elektrotechnik und Informatiktechnik Kleinaitingen,Ulrich-Kaserne 7 + 8,86507,Kleinaitingen,https://www.km.bayern.de/schule/8090
"8614",Mittelschule,Grundschule Rehling,Schulstr. 1,86508,Rehling,https://www.km.bayern.de/schule/8614
"8615",Mittelschule,Grundschule Ried,Sportheimstr. 13,86510,Ried,https://www.km.bayern.de/schule/8615
"8212",Förderzentrum,Dominikus-Schule Privates Förderzentrum Förderschwerpunkt geistige Entwicklung,Rudolf-Lang-Str. 3,86513,Ursberg,https://www.km.bayern.de/schule/8212
"8045",Förderzentrum,Katharinen-Schule Priv.Sonderpäd. Förderzentrum d. Dominikus-Ringeisen-Werks-Ursberg,Rudolf-Lang-Straße 3,86513,Ursberg,https://www.km.bayern.de/schule/8045
"8003",Förderzentrum,Franz von Sales-Schule Priv. Förderzentrum Förderschwerp.Hören und weit. Förderbed.Ursberg,Rudolf-Lang-Str. 3,86513,Ursberg,https://www.km.bayern.de/schule/8003
"8081",Berufsschule zur sonderpädagogischen Förderung,Dominikus-Ringeisen-Werk UrsbergPrivate Berufsschule zur sonderpäd. Förderung Förderschwerpunkt Lernen,Joseph-Bernhart-Straße 8,86513,Ursberg,https://www.km.bayern.de/schule/8081
"8147",Hauswirtschaftliche und sozialberufliche Fachschulen,Staatl. anerk. Fachschule für Heilerziehungspflege des Dominikus-Ringeisen-Werkes Ursberg,Dominikus-Ringeisen-Str. 17,86513,Ursberg,https://www.km.bayern.de/schule/8147
"8703",Mittelschule,Grundschule Ursberg,Rudolf-Lang-Str. 1,86513,Ursberg,https://www.km.bayern.de/schule/8703
"0315",Gymnasium,Ringeisen-Gymnasium der St. Josefskongregation Ursberg,Josefsplatz 1,86513,Ursberg,https://www.km.bayern.de/schule/0315
"8670",Mittelschule,Grundschule Ustersbach,Schulweg 2,86514,Ustersbach,https://www.km.bayern.de/schule/8670
"8672",Mittelschule,Grundschule Wehringen,Pestalozzistr. 5,86517,Wehringen,https://www.km.bayern.de/schule/8672
"2789",Mittelschule,Michael-Sommer-Mittelschule Schrobenhausen,Georg-Leinfelder-Str. 16,86529,Schrobenhausen,https://www.km.bayern.de/schule/2789
"9215",Landwirtschaftliche Fachschulen,Landwirtschaftsschule Schrobenhausen,Bürgermeister-Stocker-Ring 33,86529,Schrobenhausen,https://www.km.bayern.de/schule/9215
"0281",Gymnasium,Gymnasium Schrobenhausen,Georg-Leinfelder-Str. 14,86529,Schrobenhausen,https://www.km.bayern.de/schule/0281
"1674",Berufsschule zur sonderpädagogischen Förderung,Regens-Wagner-Schule Schrobenh.Private Berufsschule z.sopäd.Förd.Fördersch. Lernen u.Hören,Michael-Thalhofer-Str. 11,86529,Schrobenhausen,https://www.km.bayern.de/schule/1674
"2345",Mittelschule,Grundschule Mühlried,Altenfurter Str. 37,86529,Schrobenhausen,https://www.km.bayern.de/schule/2345
"0732",Realschule,Franz-von-Lenbach-Schule Staatliche Realschule für Knaben Schrobenhausen,Georg-Leinfelder-Str. 18,86529,Schrobenhausen,https://www.km.bayern.de/schule/0732
"0631",Realschule,Maria-Ward-Schule Schrobenhausen des Schulwerks der Diözese Augsburg,Spitalgasse 2,86529,Schrobenhausen,https://www.km.bayern.de/schule/0631
"2790",Mittelschule,Franziska-Umfahrer-Grundschule Schrobenhausen,Georg-Leinfelder-Str. 17,86529,Schrobenhausen,https://www.km.bayern.de/schule/2790
"0008",Gymnasium,Deutschherren-Gymnasium Aichach,Ludwigstr. 58,86551,Aichach,https://www.km.bayern.de/schule/0008
"8594",Mittelschule,Geschwister-Scholl-Mittelschule Aichach,Jahnstr. 4,86551,Aichach,https://www.km.bayern.de/schule/8594
"8010",Förderzentrum,Elisabethschule Priv.Förderz. Förderschwerp. geist. Entwicklung d. Lebenshilfe Aichach-Fr.,St.-Elisabeth-Str. 1,86551,Aichach,https://www.km.bayern.de/schule/8010
"8205",Förderzentrum,Edith-Stein-Schule Sonderpädagogisches Förderzentrum Aichach,Schulstraße 29,86551,Aichach,https://www.km.bayern.de/schule/8205
"8241",Berufsschule,Berufl. Schulen Wittelsbacher Land Staatliche Berufsschule Aichach-Friedberg,Schulstr. 46,86551,Aichach,https://www.km.bayern.de/schule/8241
"8168",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Krankenpflegehilfe Aichach d. Berufsbildungszentrums Augsburg,Krankenhausstr. 11,86551,Aichach,https://www.km.bayern.de/schule/8168
"8622",Mittelschule,Grundschule Aichach-Nord,Mozartstr. 1,86551,Aichach,https://www.km.bayern.de/schule/8622
"8602",Mittelschule,Grundschule Griesbeckerzell Obergriesbach,Schulweg 9,86551,Aichach,https://www.km.bayern.de/schule/8602
"8598",Mittelschule,Grundschule Ecknach,Pfarrer-Steinacker-Str. 60,86551,Aichach,https://www.km.bayern.de/schule/8598
"8593",Mittelschule,Ludwig-Steub-Grundschule Aichach,Ludwigstr. 22,86551,Aichach,https://www.km.bayern.de/schule/8593
"0403",Realschule,Wittelsbacher-Realschule Staatliche Realschule Aichach,Jahnstr. 2,86551,Aichach,https://www.km.bayern.de/schule/0403
"8401",Mittelschule,Grundschule Pöttmes,Gartenstr. 28,86554,Pöttmes,https://www.km.bayern.de/schule/8401
"8613",Mittelschule,Mittelschule Pöttmes,Gartenstr. 28,86554,Pöttmes,https://www.km.bayern.de/schule/8613
"8116",Wirtschaftsschule,Staatl. Wirtschaftsschule Wittelsbacher Land Aichach-Friedberg in Pöttmes,Gartenstr. 28,86554,Pöttmes,https://www.km.bayern.de/schule/8116
"8405",Mittelschule,Grundschule Kühbach,Schulstraße 50,86556,Kühbach,https://www.km.bayern.de/schule/8405
"8607",Mittelschule,Mittelschule Kühbach,Schulstraße 50,86556,Kühbach,https://www.km.bayern.de/schule/8607
"1256",Mittelschule,Mittelschule Hohenwart,Schulstr. 7,86558,Hohenwart,https://www.km.bayern.de/schule/1256
"2802",Mittelschule,Grundschule Hohenwart,Schulstr. 7,86558,Hohenwart,https://www.km.bayern.de/schule/2802
"1549",Förderzentrum,Regens-Wagner-Schule Hohenwart Priv.Förderzentr. Förderschwerpunkt Hören u.weit.Förderbed.,Richildisstr. 13,86558,Hohenwart,https://www.km.bayern.de/schule/1549
"8619",Mittelschule,Grundschule Adelzhausen-Tödtenried,Schulstr. 9,86559,Adelzhausen,https://www.km.bayern.de/schule/8619
"2771",Mittelschule,Mittelschule Aresing,Eichenstr. 11,86561,Aresing,https://www.km.bayern.de/schule/2771
"2767",Mittelschule,Bischof-Sailer-Grundschule Aresing,Eichenstr. 11,86561,Aresing,https://www.km.bayern.de/schule/2767
"2772",Mittelschule,Grundschule Berg im Gau,Hauptstr. 8,86562,Berg im Gau,https://www.km.bayern.de/schule/2772
"2076",Mittelschule,Grundschule Gachenbach,Schulstr. 12,86565,Gachenbach,https://www.km.bayern.de/schule/2076
"2441",Mittelschule,Grundschule Hilgertshausen-Tandern,Schulplatz 4,86567,Hilgertshausen-Tandern,https://www.km.bayern.de/schule/2441
"8402",Mittelschule,Grundschule Hollenbach,Mainbacher Straße 14,86568,Hollenbach,https://www.km.bayern.de/schule/8402
"8603",Mittelschule,Mittelschule Hollenbach,Mainbacher Str. 14,86568,Hollenbach,https://www.km.bayern.de/schule/8603
"8604",Mittelschule,Grundschule Inchenhofen,Schulstr. 3,86570,Inchenhofen,https://www.km.bayern.de/schule/8604
"8620",Mittelschule,Grundschule Petersdorf,Schulstr. 20,86574,Petersdorf,https://www.km.bayern.de/schule/8620
"8616",Mittelschule,Grundschule Schiltberg,Obere Ortsstraße 13,86576,Schiltberg,https://www.km.bayern.de/schule/8616
"8617",Mittelschule,Mittelschule Sielenbach,Josef-Veit-Straße 4,86577,Sielenbach,https://www.km.bayern.de/schule/8617
"2791",Mittelschule,Grundschule Waidhofen,Schulstr. 11,86579,Waidhofen,https://www.km.bayern.de/schule/2791
"8221",Berufsschule zur sonderpädagogischen Förderung,Adolph-Kolping-Berufsschule Donauwörth st.anerk.priv. Berufsschule z.sonderpäd.Förderung,Heilig-Kreuz-Garten 1,86609,Donauwörth,https://www.km.bayern.de/schule/8221
"8058",Berufsschule,Ludwig-Bölkow-Schule Staatliche Berufsschule Donauwörth,Neudegger Allee 7,86609,Donauwörth,https://www.km.bayern.de/schule/8058
"8102",Wirtschaftsschule,Priv. Wirtschaftsschule Donauwörth des Private Wirtschaftsschule Donauwörth e.V.,Reichsstr. 32,86609,Donauwörth,https://www.km.bayern.de/schule/8102
"8001",Gewerbliche Fachschulen,Staatl. Fachschule für Kunststofftechnik u.Faserverbundtechnologie Donauwörth,Neudegger Allee 7,86609,Donauwörth,https://www.km.bayern.de/schule/8001
"8900",Mittelschule,Gebrüder-Röls-Grundschule Donauwörth-Riedlingen,Schulstr. 6,86609,Donauwörth,https://www.km.bayern.de/schule/8900
"8898",Mittelschule,Mangold-Grundschule Donauwörth,Spindeltal 6,86609,Donauwörth,https://www.km.bayern.de/schule/8898
"8896",Mittelschule,Sebastian-Franck-Grundschule Donauwörth-Parkstadt,Perchtoldsdorfer Str. 13,86609,Donauwörth,https://www.km.bayern.de/schule/8896
"0449",Realschule,Realschule Heilig Kreuz Donauwörth des Schulwerks der Diözese Augsburg,Neudegger Allee 11,86609,Donauwörth,https://www.km.bayern.de/schule/0449
"0450",Realschule,Realschule St. Ursula Donauwörth des Schulwerks der Diözese Augsburg,Neudegger Allee 11,86609,Donauwörth,https://www.km.bayern.de/schule/0450
"8899",Mittelschule,Ludwig-Auer-Mittelschule Donauwörth,Neudegger Allee 5,86609,Donauwörth,https://www.km.bayern.de/schule/8899
"0064",Gymnasium,Gymnasium Donauwörth,Pyrkstockstr. 1,86609,Donauwörth,https://www.km.bayern.de/schule/0064
"0813",Berufsoberschule,Hans-Leipelt-Schule Staatliche Berufsoberschule Donauwörth,Neudegger Allee 9,86609,Donauwörth,https://www.km.bayern.de/schule/0813
"0863",Fachoberschule,Hans-Leipelt-Schule Staatliche Fachoberschule Donauwörth,Neudegger Allee 9,86609,Donauwörth,https://www.km.bayern.de/schule/0863
"0221",Gymnasium,Descartes-Gymnasium Neuburg a.d.Donau,Frauenplatz B 88,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/0221
"1634",Berufsschule,Staatliche Berufsschule Neuburg a.d.Donau,Monheimer Str. 66,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/1634
"1710",Wirtschaftsschule,Staatliche Wirtschaftsschule Neuburg an der Donau,Pestalozzistr. 2,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/1710
"1753",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Ernährung und Versorgung Neuburg a.d.Donau,Monheimer Straße 66,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/1753
"1754",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Kinderpflege Neuburg a.d.Donau,Monheimer Straße 66,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/1754
"1449",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Sozialpflege Neuburg a.d.Donau,Monheimer Straße 66,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/1449
"1133",Berufsoberschule,Staatliche Berufsoberschule Neuburg a.d.Donau,Bahnhofstr. 150,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/1133
"0921",Fachoberschule,Staatl. Fachoberschule Neuburg a.d.Donau,Bahnhofstr. 150,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/0921
"2809",Mittelschule,Mittelschule Neuburg a.d.Donau,Grünauer Str. 5 1/2,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/2809
"9277",Landwirtschaftliche Fachschulen,Kath. Fachschule für Dorfhelferinnen und Dorfhelfer Neuburg a.d.Donau,Bahnhofstraße 107,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/9277
"2784",Mittelschule,Grundschule Neuburg a.d.Donau-Ost,Berliner Str. 39,86633,Neuburg a.d.Donau,https://www.km.bayern.de/schule/2784
