Schulnummer,Schultyp,Name,Straße,PLZ,Ort,Link
"0192",Gymnasium,Städtisches Luisengymnasium München,Luisenstr. 7,80333,München,https://www.km.bayern.de/schule/0192
"1590",Berufsschule,Städtische Berufsschule für das Bau- und Kunsthandwerk München,Luisenstr. 9 - 11,80333,München,https://www.km.bayern.de/schule/1590
"1609",Berufsschule,Städtische Berufsschule für Spedition und Touristik München,Luisenstr. 29,80333,München,https://www.km.bayern.de/schule/1609
"1783",Gewerbliche Berufsfachschulen,Städtische Berufsfachschule für das Holzbildhauerhandwerk München,Luisenstr. 9 - 11,80333,München,https://www.km.bayern.de/schule/1783
"0806",Berufsoberschule,Städtische Anita-Augspurg-Berufsoberschule für Sozialwesen und Gesundheit München,Brienner Str. 37,80333,München,https://www.km.bayern.de/schule/0806
"1527",Förderzentrum,Sonderpädagogisches Förderzentrum Dachauer Straße 98 Nadistraße München Mitte 1,Dachauer Str. 98,80335,München,https://www.km.bayern.de/schule/1527
"1579",Berufsschule,Städtische Berufsschule für Metall-Design-Mechatronik München,Deroystr. 1,80335,München,https://www.km.bayern.de/schule/1579
"1574",Berufsschule,Städtische Berufsschule für Fertigungstechnik München,Deroystr. 1,80335,München,https://www.km.bayern.de/schule/1574
"1771",Berufsschule,Städtische Berufsschule für Druck und Mediengestaltung München,Pranckhstr. 2,80335,München,https://www.km.bayern.de/schule/1771
"1594",Berufsschule,Städtische Berufsschule für Buchbindetechnik und Fotografie München,Pranckhstr. 2,80335,München,https://www.km.bayern.de/schule/1594
"1640",Berufsschule,Städtische Berufsschule für Augenoptik München,Marsplatz 8,80335,München,https://www.km.bayern.de/schule/1640
"1372",Gewerbliche Berufsfachschulen,Private Berufsfachschule für Mediengestalter für Digital- und Printmedien München,Sandstr. 9,80335,München,https://www.km.bayern.de/schule/1372
"1293",Gewerbliche Berufsfachschulen,Private Berufsfachschule für Mediengest. Bild und Ton d. MacroMedia GmbH Akad. für neue Medien München,Sandstr. 7 / 9,80335,München,https://www.km.bayern.de/schule/1293
"1545",Kaufmännische Berufsfachschulen,Private Berufsfachschule für Veranstaltungskaufleute der Macromedia in München,Sandstr. 9,80335,München,https://www.km.bayern.de/schule/1545
"1319",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Physiotherapie der Heimerer Stiftung München,Bayerstr. 71 - 73,80335,München,https://www.km.bayern.de/schule/1319
"1390",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Altenpflegehilfe der Berufsfachschulen Heimerer GmbH München,Bayerstraße 73,80335,München,https://www.km.bayern.de/schule/1390
"1877",Sonstige Berufsfachschulen,Münchn.Schmink-u.Kosmetikschule Berufsfachsch.f. Kosmetik Fr.Friedl Groh Kosmetik GmbH,Hirtenstr. 26,80335,München,https://www.km.bayern.de/schule/1877
"1985",Gewerbliche Fachschulen,Städtische Fachschule für Augenoptik München,Marsplatz 8,80335,München,https://www.km.bayern.de/schule/1985
"1595",Gewerbliche Fachschulen,Städtische Fachschule für Buchbindetechnik und Fotografie (Meisterschule) München,Pranckhstr. 2,80335,München,https://www.km.bayern.de/schule/1595
"1601",Gewerbliche Fachschulen,Technikersch. d. Landeshauptst. MünchenFachschule f.Elektro-Maschinenbau-Metallbau-Informatiktech,Deroystr. 1,80335,München,https://www.km.bayern.de/schule/1601
"1596",Gewerbliche Fachschulen,Städtische Fachschule für Drucktechnik und und Medientechnik und Papiertechnik München,Pranckhstr. 2,80335,München,https://www.km.bayern.de/schule/1596
"0179",Gymnasium,Wittelsbacher-Gymnasium München,Marsplatz 1,80335,München,https://www.km.bayern.de/schule/0179
"2151",Mittelschule,Grundschule München Dachauer Straße 98,Dachauer Str. 98,80335,München,https://www.km.bayern.de/schule/2151
"2264",Mittelschule,Grundschule München Stielerstraße 6,Stielerstr. 6,80336,München,https://www.km.bayern.de/schule/2264
"2254",Mittelschule,Grundschule München Schwanthalerstraße 87,Schwanthalerstr. 87,80336,München,https://www.km.bayern.de/schule/2254
"0177",Gymnasium,Theresien-Gymnasium München,Kaiser-Ludwig-Platz 3,80336,München,https://www.km.bayern.de/schule/0177
"1723",Wirtschaftsschule,Private SABEL Wirtschaftsschule München der Berufliche SABEL Schulen München gGmbH,Schwanthalerstraße 51-53a,80336,München,https://www.km.bayern.de/schule/1723
"1441",Berufsfachschulen f. techn. Assistenzberufe,Priv. GBS Berufsfachschule für techn. Assistenten f.Informatik München der GBS Schulen st. anerk.,Goethestr. 12,80336,München,https://www.km.bayern.de/schule/1441
"1511",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Ergotherapie der Heimerer Stiftung München,Paul-Heyse-Str. 29 b,80336,München,https://www.km.bayern.de/schule/1511
"1809",Berufsfachschule des Gesundheitswesens,Staatliche Berufsfachschule für med.-technische Laboratoriumsassistenten d. Universität München,Pettenkoferstr. 9 a,80336,München,https://www.km.bayern.de/schule/1809
"1808",Berufsfachschule des Gesundheitswesens,Staatliche Berufsfachschule für Logopädie am Klinikum der Universität München,Pettenkoferstr. 4 a,80336,München,https://www.km.bayern.de/schule/1808
"1862",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Orthoptik d. Vereins z. Förd. d.Aus-u. Fortbild. i.d. Orthoptik e.V. in München,Mathildenstr. 8,80336,München,https://www.km.bayern.de/schule/1862
"1300",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Altenpflegehilfe des Caritasverbandes d. Erzdiözese München und Freising,Landwehrstr. 66,80336,München,https://www.km.bayern.de/schule/1300
"1522",Sonstige Berufsfachschulen,Schauspielschule Zerboni Berufsfachschule für Schauspiel München,Paul-Heyse-Str. 28,80336,München,https://www.km.bayern.de/schule/1522
"1465",Sonstige Berufsfachschulen,Berufsfachschule für bildende Kunst (Malerei Grafik) München der ArtKontakt München e.V.,Herzog-Heinrich-Str. 35,80336,München,https://www.km.bayern.de/schule/1465
"1451",Sonstige Berufsfachschulen,Berufsfachschule für Kosmetik Lehmann Josef Bauer München,Landwehrstr. 72,80336,München,https://www.km.bayern.de/schule/1451
"1171",Fachoberschule,Private SABEL Fachoberschule München der Stiftung SABEL Schulen,Schwanthalerstr. 51 - 55,80336,München,https://www.km.bayern.de/schule/1171
"1500",Fachakademie,Fachakademie für Sozialpädagogik der Heimerer Stiftung München,Paul-Heyse-Str. 29 b,80336,München,https://www.km.bayern.de/schule/1500
"1404",Gewerbliche Fachschulen,Private GBS Fachschule für Informationstechnik München der GBS Schulen st. anerk.,Goethestr. 12,80336,München,https://www.km.bayern.de/schule/1404
"0754",Realschule,Staatlich anerkannte Sabel Realschule München I der Stiftung Sabel Schulen,Schwanthalerstr. 51 - 53 a,80336,München,https://www.km.bayern.de/schule/0754
"0638",Realschule,Staatlich genehmigte Sabel Realschule München II der Stiftung Sabel Schulen,Schwanthalerstr. 51 - 53 a,80336,München,https://www.km.bayern.de/schule/0638
"1930",Berufsfachschulen f. Fremdsprachenberufe,Inlingua-Sprachschule München Private Berufsfachschule für Fremdsprachenberufe,Sendlinger-Tor-Platz 6,80336,München,https://www.km.bayern.de/schule/1930
"1936",Gewerbliche Fachschulen,Priv. GBS Fachschule für Maschinenbau-u. Elektrotechnik München d. GBS Schulen st. anerk.,Goethestr. 12,80336,München,https://www.km.bayern.de/schule/1936
"1963",BFS hausw. gastgew. und soziale Berufe,Städtische Berufsfachschule für Kinderpflege München,Ruppertstr. 3,80337,München,https://www.km.bayern.de/schule/1963
"2036",Fachakademie,Fachakademie für Wirtschaft der Mittelstandsakademie Bayern gUG München,Lindwurmstr. 117,80337,München,https://www.km.bayern.de/schule/2036
"1918",Fachakademie,Städtische Fachakademie für Heilpädagogik München,Ruppertstr. 3,80337,München,https://www.km.bayern.de/schule/1918
"2276",Mittelschule,Grundschule München Tumblingerstraße 6,Tumblingerstr. 6,80337,München,https://www.km.bayern.de/schule/2276
"1617",Berufsschule,Städtische Berufsschule für den Einzelhandel München Mitte,Lindwurmstr. 90,80337,München,https://www.km.bayern.de/schule/1617
"1295",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Ergotherapie München des IB e.V. (IB),Lindwurmstr. 129/131,80337,München,https://www.km.bayern.de/schule/1295
"1494",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Physiotherapie München des IB e.V. (IB),Lindwurmstr. 129 - 131,80337,München,https://www.km.bayern.de/schule/1494
"1497",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Logopädie der Medizinische Akademie IB MEDAU GmbH München,Lindwurmstr. 129-131,80337,München,https://www.km.bayern.de/schule/1497
"0783",Berufsoberschule,Therese-von-Bayern-Schule staatl. Berufsoberschule für Wirtschaft München,Lindwurmstr. 90,80337,München,https://www.km.bayern.de/schule/0783
"0930",Fachoberschule,Therese-von-Bayern-Schule Staatl. Fachoberschule für Wirtschaft München,Lindwurmstr. 90,80337,München,https://www.km.bayern.de/schule/0930
"1685",Hauswirtschaftliche und sozialberufliche Fachschulen,Städtische Fachschule für Grundschulkindbetreuung der Landeshauptstadt München,Ruppertstr. 3,80337,München,https://www.km.bayern.de/schule/1685
"2239",Mittelschule,Mittelschule München Ridlerstraße 26,Ridlerstr. 26,80339,München,https://www.km.bayern.de/schule/2239
"1496",Hauswirtschaftliche und sozialberufliche Fachschulen,Fachschule für das Hotel-u.Gaststättengewerbe des Vereins Bayer. Akad. für Außenwirtschaft in München,Garmischer Straße 6,80339,München,https://www.km.bayern.de/schule/1496
"0548",Realschule,Städtische Carl-von-Linde-Realschule München,Ridlerstr. 26,80339,München,https://www.km.bayern.de/schule/0548
"2187",Mittelschule,Grundschule München Guldeinstraße 27,Guldeinstr. 27,80339,München,https://www.km.bayern.de/schule/2187
"2140",Mittelschule,Grundschule München Bergmannstraße 36,Bergmannstr. 36,80339,München,https://www.km.bayern.de/schule/2140
"2209",Mittelschule,Grundschule München Klenzestraße 48,Klenzestr. 48,80469,München,https://www.km.bayern.de/schule/2209
"2169",Mittelschule,Grundschule München Gärtnerplatz,Klenzestr. 27,80469,München,https://www.km.bayern.de/schule/2169
"0915",Fachoberschule,Isar-Fachoberschule München der Isar Wirtschaftsschule GmbH,Kohlstr. 5,80469,München,https://www.km.bayern.de/schule/0915
"1298",Mittelschule,Isar-Grundschule München,Kohlstr. 5,80469,München,https://www.km.bayern.de/schule/1298
"0741",Realschule,Private Isar-Realschule München,Kohlstr. 5,80469,München,https://www.km.bayern.de/schule/0741
"0763",Realschule,Priv. Realschule Huber in München,Kohlstraße 5,80469,München,https://www.km.bayern.de/schule/0763
"0974",Gymnasium,Gymnasium Huber München Schule in freier Trägerschaft ,Kohlstr. 5,80469,München,https://www.km.bayern.de/schule/0974
"0387",Gymnasium,Isar-Gymnasium München Schule in freier Trägerschaft ,Kohlstr. 5,80469,München,https://www.km.bayern.de/schule/0387
"1719",Wirtschaftsschule,Städtische Riemerschmid-Wirtschaftsschule München,Frauenstr. 19,80469,München,https://www.km.bayern.de/schule/1719
"1721",Wirtschaftsschule,Isar-Wirtschaftsschule München der Isar Wirtschaftsschule GmbH,Kohlstr. 5,80469,München,https://www.km.bayern.de/schule/1721
"2290",Mittelschule,Mittelschule München Wittelsbacherstraße 10,Wittelsbacherstr. 10,80469,München,https://www.km.bayern.de/schule/2290
"2055",Mittelschule,Isar-Mittelschule München,Kohlstr. 5,80469,München,https://www.km.bayern.de/schule/2055
"0199",Gymnasium,Städtisches St.-Anna-Gymnasium München,St.-Anna-Str. 20,80538,München,https://www.km.bayern.de/schule/0199
"0186",Gymnasium,Luitpold-Gymnasium München,Seeaustr. 1,80538,München,https://www.km.bayern.de/schule/0186
"1586",Berufsschule,Städtische Berufsschule für Holztechnik und Innenausbau München,Liebherrstr. 13,80538,München,https://www.km.bayern.de/schule/1586
"1755",Berufsschule,Städtische Berufsschule für Orthopädietechnik,Liebherrstr. 13,80538,München,https://www.km.bayern.de/schule/1755
"2244",Mittelschule,Grundschule München Sankt-Anna-Straße 22,St.-Anna-Str. 22,80538,München,https://www.km.bayern.de/schule/2244
"1484",Gewerbliche Fachschulen,Meisterschule für Orthopädietechnik (Fachschule der Stadt München),Liebherrstr. 13,80538,München,https://www.km.bayern.de/schule/1484
"1587",Gewerbliche Fachschulen,Meisterschule für das Schreinerhandwerk (Fachschule der Landeshauptstadt München),Liebherrstr. 13,80538,München,https://www.km.bayern.de/schule/1587
"0552",Realschule,Städtische Helen-Keller-Realschule München,Oettingenstr. 78,80538,München,https://www.km.bayern.de/schule/0552
"0178",Gymnasium,Wilhelmsgymnasium München,Thierschstr. 46,80538,München,https://www.km.bayern.de/schule/0178
"1789",Fachakademie,Otto-Falckenberg-Schule München Städtische Fachakademie für Darstellende Kunst,Falckenbergstr. 2,80539,München,https://www.km.bayern.de/schule/1789
"1995",Förderzentrum,Sonderpädagogisches Förderzentrum München Mitte 2 An der Isar,Herrnstr. 21,80539,München,https://www.km.bayern.de/schule/1995
"2192",Mittelschule,Grundschule München Herrnstraße 21,Herrnstr. 21,80539,München,https://www.km.bayern.de/schule/2192
"2196",Mittelschule,Grundschule München Hirschbergstraße 33,Hirschbergstr. 33,80634,München,https://www.km.bayern.de/schule/2196
"0551",Realschule,Städtische Rudolf-Diesel-Realschule München,Schulstr. 3,80634,München,https://www.km.bayern.de/schule/0551
"1735",Fachakademie,Evangelische Fachakademie für Sozialpädagogik der Diakonie München und Oberbayern,Birkerstr. 19,80636,München,https://www.km.bayern.de/schule/1735
"0682",Abendrealschule,Städt. Franz-Auweck-Abendschule München Abendrealschule für Berufstätige ,Kapschstr. 4,80636,München,https://www.km.bayern.de/schule/0682
"2225",Mittelschule,Grundschule München Blutenburgstraße 3,Blutenburgstr. 3,80636,München,https://www.km.bayern.de/schule/2225
"2129",Mittelschule,Grundschule München Alfonsstraße 8,Alfonsstr. 8,80636,München,https://www.km.bayern.de/schule/2129
"2095",Mittelschule,Grundschule München Helmholtzstraße 6,Helmholtzstr. 6,80636,München,https://www.km.bayern.de/schule/2095
"2130",Mittelschule,Mittelschule München Alfonsstraße 8,Alfonsstr. 8,80636,München,https://www.km.bayern.de/schule/2130
"0189",Gymnasium,Rupprecht-Gymnasium München,Albrechtstr. 7,80636,München,https://www.km.bayern.de/schule/0189
"0201",Gymnasium,Städtisches Adolf-Weber-Gymnasium München,Kapschstr. 4,80636,München,https://www.km.bayern.de/schule/0201
"1599",Berufsschule,Städtische Berufsschule für Gartenbau Floristik und Vermessungstechnik München,Reinmarplatz 4 - 6,80637,München,https://www.km.bayern.de/schule/1599
"2152",Mittelschule,Grundschule München Dom-Pedro-Platz 2,Dom-Pedro-Platz 2,80637,München,https://www.km.bayern.de/schule/2152
"2074",Mittelschule,Grundschule München Gertrud-Bäumer-Straße 19,Gertrud-Bäumer-Str. 19,80637,München,https://www.km.bayern.de/schule/2074
"2224",Mittelschule,Grundschule München Maria-Ward-Straße 1,Maria-Ward-Str. 1,80638,München,https://www.km.bayern.de/schule/2224
"1932",Sonstige Berufsfachschulen,Bode-Schule München Berufsfachschule für Gymnastik der Bode Schul-GmbH,Tizianstr. 106 A,80638,München,https://www.km.bayern.de/schule/1932
"0208",Gymnasium,Nymphenburger Gymnasium München des Schulvereins Ernst Adam e.V.,Sadelerstr. 10,80638,München,https://www.km.bayern.de/schule/0208
"0206",Gymnasium,Erzbischöfliches Maria-Ward-Gymnasium Nymphenburg München,Maria-Ward-Str. 5,80638,München,https://www.km.bayern.de/schule/0206
"1635",Berufsfachschule des Gesundheitswesens,Private Berufsfachschule für Krankenpflegehilfe der Kliniken Dritten Orden gGmbH München,Menzinger Str. 44,80638,München,https://www.km.bayern.de/schule/1635
"0757",Realschule,Nymphenburger Realschule München des Schulvereins Ernst Adam e.V.,Sadelerstr. 10,80638,München,https://www.km.bayern.de/schule/0757
"0561",Realschule,Erzbischöfliche Maria-Ward-Realschule Nymphenburg München,Maria-Ward-Str. 5,80638,München,https://www.km.bayern.de/schule/0561
"2288",Mittelschule,Grundschule München Winthirplatz 6,Winthirplatz 6,80639,München,https://www.km.bayern.de/schule/2288
"2268",Mittelschule,Grundschule München Südliche Auffahrtsallee 82,Südliche Auffahrtsallee 82,80639,München,https://www.km.bayern.de/schule/2268
"2086",Mittelschule,Grundschule München Margarethe-Danzi-Straße 17,Margarethe-Danzi-Str. 17,80639,München,https://www.km.bayern.de/schule/2086
"0202",Gymnasium,Städtisches Käthe-Kollwitz-Gymnasium München,Nibelungenstr. 51 a,80639,München,https://www.km.bayern.de/schule/0202
"1515",Förderzentrum,Maria-Ludwig-Ferdinand-Schule Priv.Förderzentrum Förderschwerp. Sehen und weit. Förderbed. München,Romanstr. 12,80639,München,https://www.km.bayern.de/schule/1515
"1536",Förderzentrum,Mathilde-Eller-Schule 1 Margarethe-Danzistr. Förderzentrum m. Schwerpunkt geistige Entwi.,Margarethe-Danzi-Str. 13,80639,München,https://www.km.bayern.de/schule/1536
"2289",Mittelschule,Mittelschule München Winthirplatz 6,Winthirplatz 6,80639,München,https://www.km.bayern.de/schule/2289
"2252",Mittelschule,Mittelschule München Schrobenhausener Straße 15,Schrobenhausener Str. 15,80686,München,https://www.km.bayern.de/schule/2252
"2177",Mittelschule,Mittelschule München Fürstenrieder Straße 30,Fürstenrieder Str. 30,80686,München,https://www.km.bayern.de/schule/2177
"2126",Mittelschule,Lukas-Schule München Private evangelische Mittelschule der Lukas-Schulen gGmbH,Riegerhofstr. 18,80686,München,https://www.km.bayern.de/schule/2126
"0688",Realschule,Georg-Büchner-Realschule Staatliche Realschule München I,Droste-Hülshoff-Str. 5,80686,München,https://www.km.bayern.de/schule/0688
"0995",Gymnasium,Privates evangelisches Lukas-Gymnasium der Lukas-Schulen gGmbH München,Riegerhofstr. 18,80686,München,https://www.km.bayern.de/schule/0995
"1528",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Ergotherapie der Döpfer Schulen München GmbH,Würzburger Str. 4,80686,München,https://www.km.bayern.de/schule/1528
"1446",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Physiotherapie der Döpfer Schulen München GmbH,Würzburger Str. 4,80686,München,https://www.km.bayern.de/schule/1446
"1453",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Logopädie der Döpfer Schulen München GmbH,Würzburger Str. 4,80686,München,https://www.km.bayern.de/schule/1453
"2251",Mittelschule,Grundschule München Schrobenhausener Straße 17,Schrobenhausener Str. 17,80686,München,https://www.km.bayern.de/schule/2251
"2176",Mittelschule,Grundschule München Fürstenrieder Straße 30,Fürstenrieder Str. 30,80686,München,https://www.km.bayern.de/schule/2176
"2154",Mittelschule,Grundschule München Droste-Hülshoff-Straße 9,Droste-Hülshoff-Str. 9,80686,München,https://www.km.bayern.de/schule/2154
"1397",Kaufmännische Berufsfachschulen,Private Berufsfachschule für Euromanagement-Ass. München der Bayer. Akademie für Außenwirtschaft,Elsenheimerstr. 31,80687,München,https://www.km.bayern.de/schule/1397
"0714",Realschule,Private staatl. anerkannte Lukas-Realschule der Lukas-Schulen gGmbH München,Helmpertstr. 9,80687,München,https://www.km.bayern.de/schule/0714
"2146",Mittelschule,Mittelschule München Blumenauer Straße 11,Blumenauer Str. 11,80689,München,https://www.km.bayern.de/schule/2146
"1392",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Altenpflegehilfe der Mitterfelder gGmbH in München,Mitterfeldstr. 20,80689,München,https://www.km.bayern.de/schule/1392
